"Title","Title_URL","Info","Content","Content1","blokobutton_URL"
"Электромонтер СЦБ (Екатеринбург ВИЗ-Сталь)","https://ekaterinburg.hh.ru/vacancy/67226508?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Выполнение слесарных и монтажных работ, а также, умение пользоваться необходимыми измерительными приборами и инструментом. Выполнение работ по техническому обслуживанию и...","Знание нормативной документации по направлению работы. Знание обслуживаемых устройств СЦБ (стрелочные электроприводы типа СП-6, светофоры, рельсовые цепи).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=67226508&hhtmFrom=vacancy_search_list"
"Web-аналитик","https://ekaterinburg.hh.ru/vacancy/69669961?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Настройка с нуля web-аналитики B2B2C маркетплейса сырья. Анализ воронок, трафика и конверсий, проведение А/Б...","Наличие успешных реализованных кейсов в ИТ-проектах, маркетплейсах, крупных e-commerce проектах со сложными системами ценообразования. Опыт построения систем web...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69669961&hhtmFrom=vacancy_search_list"
"Специалист по закупкам","https://ekaterinburg.hh.ru/vacancy/69475617?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Пермь","Обеспечение ТМЦ ""от потребности допоставки"". Определение (выбор) поставщика. Составляние и оформление Плана Закупок, на основании утвержденных Внутренних Заказов, Заказов Поставщику...","Опыт работы в сфере снабжения или смежной сфере от 1 года. Высшее образование (экономическое или техническое направление). Навыки составления отчетов.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69475617&hhtmFrom=vacancy_search_list"
"Водитель автомобиля","https://ekaterinburg.hh.ru/vacancy/69323344?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Брянск","Управление грузовым автомобилем МАЗ/КАМАЗ с КМУ.","Наличие прав категории С Е. Знание карт тахографа. Опыт работы не менее года.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69323344&hhtmFrom=vacancy_search_list"
"Токарь","https://ekaterinburg.hh.ru/vacancy/70348065?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","токарная обработка и доводка деталей на универсальных токарных станках. - обработка деталей на специализированных станках, налаженных для обработки определенных деталей или...","среднее профессиональное образование. - наличие удостоверения по профессии.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70348065&hhtmFrom=vacancy_search_list"
"Главный агроном","https://ekaterinburg.hh.ru/vacancy/69831455?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Руководство организационно-технической растениеводческой деятельностью предприятия. Предоставление оперативных сведений генеральному директору о производственной деятельности подчиненных участков и служб.","Высшее профессиональное (Агрономическое) образование. Опыт работы на роли Главного агронома от 3-ех лет. Опыт заготовки кормов для КРС.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69831455&hhtmFrom=vacancy_search_list"
"DevOps / SRE-инженер","https://ekaterinburg.hh.ru/vacancy/70458463?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Обеспечение необходимого уровня надежности и производительности информационных систем в зоне ответственности команды в соответствии с требованиями к их доступности (SLA).","Знание и практический опыт администрирования Linux-систем от 3-х лет. Опыт использования систем версионирования кода (Gitlab), хранилищ артефактов (Nexus...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70458463&hhtmFrom=vacancy_search_list"
"Инженер-конструктор (по механическому оборудованию)","https://ekaterinburg.hh.ru/vacancy/66983227?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Разработка проектно-конструкторской документации (чертежи, схемы, расчеты) на техническое перевооружение и реконструкцию механического оборудования, а также на устройства для обслуживания...","Высшее профильное образование (инженер-механик). - Опыт работы в системе автоматизированного проектирования Компас 3D или 2D. - Умение выполнять машиностроительные...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=66983227&hhtmFrom=vacancy_search_list"
"Электромонтер оперативно-выездной бригады, г. Березовский","https://ekaterinburg.hh.ru/vacancy/69810157?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Березовский (Свердловская область)","Производство плановых переключений для изменения схемы сети, вызванных необходимостью проведения ремонтных и эксплуатационных работ и профилактических испытаний оборудования.","Среднее профессиональное образование.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69810157&hhtmFrom=vacancy_search_list"
"Подсобный рабочий","https://ekaterinburg.hh.ru/vacancy/70409996?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Люберцы","Уборка на территории площадки, помощь в уборке на оборудовании, производство мелкого ремонта на площадке.","Опыт работы не требуется.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70409996&hhtmFrom=vacancy_search_list"
"Middle DevOps engineer (Kubernetes/Openshift)","https://ekaterinburg.hh.ru/vacancy/70354093?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Выполнение работ по развертыванию и сопровождению компонентов платформы и прикладных систем. Обеспечение отказоустойчивой работы компонентов с требуемым уровнем доступности.","Опыт работы не менее 3 -х лет в данном направлении. Высшее техническое образование (предпочтительно ИТ). Знание и практический опыт администрирования...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70354093&hhtmFrom=vacancy_search_list"
"Водитель автомобиля категорий ""С,Е""","https://ekaterinburg.hh.ru/vacancy/69754026?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Среднеуральск","Управление автомобиля (Ломовоз). Готовность к командировкам. Перевозка грузов. Временная работа на период нетрудоспособности основного водителя.","Опыт от 3х лет. Наличие водительских прав категории С, E. Слесарные навыки.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69754026&hhtmFrom=vacancy_search_list"
"Руководитель проектов по ремонтам зданий и помещений, г.Липецк","https://ekaterinburg.hh.ru/vacancy/69658801?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Формирование и реализация ремонтных программ по непроизводственным зданиям и помещениям. Определение и установление состава рабочих групп, задач участникам групп для...","Высшее образование по профилю строительство, либо управление проектами. Знание и понимание принципов методологи управления проектами. Опыт руководства проектной командой.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69658801&hhtmFrom=vacancy_search_list"
"Водитель погрузчика, категории D,E,F","https://ekaterinburg.hh.ru/vacancy/69572592?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Выгрузка металлолома как габаритного, так и негабаритного из автотранспорта (Ломовозов), погрузка металлолома в пресс-камеру ломоперерабатывающего оборудования, погрузка ЖД полувагонов...","Опыт работы: 1) от 1 года в отрасли переработки металлолома. 3) Умение проведения предсменного осмотра перегружателя, знание технических характеристик перегружателя...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69572592&hhtmFrom=vacancy_search_list"
"Эксперт технологии производства по электротехническим сталям","https://ekaterinburg.hh.ru/vacancy/70229349?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Бенчмаркинг производства GO/NGO с другими фирмами производителями. Анализ целевых показателей производства GO/NGO сталей известных мировых фирм производителей.","Высшее профильное образование по специальности: Металлургия / Обработка металлов давлением/ Физика/ Химия, прочие аналогичные специальности. Опыт работы не менее 6-и...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70229349&hhtmFrom=vacancy_search_list"
"Руководитель проектов по операционной эффективности (г.Липецк)","https://ekaterinburg.hh.ru/vacancy/69962731?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Диагностика и мониторинг процессного поля компании, непрерывная оптимизация и улучшение бизнес-процессов с целью повышения эффективности управления. Разработка и оптимизация...","Высшее профессиональное образование – инженерное /экономическое/математическое/менеджмент. Опыт работы в качестве лидера проектов (операционная эффективность) в проектных и строительных компаниях...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69962731&hhtmFrom=vacancy_search_list"
"Инженер-конструктор","https://ekaterinburg.hh.ru/vacancy/70446440?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Разработка конструкторской документации на нестандартное оборудование и другие внеплановые виды работ, по заданию руководства, для цехов и служб предприятия, соответствующие...","Аналогичный опыт работы от 3 лет. Высшее техническое образование (УГТУ - УПИ). Знание программы Компас V20. Уверенный пользователь ПК.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70446440&hhtmFrom=vacancy_search_list"
"Водитель автомобиля категории С, Е","https://ekaterinburg.hh.ru/vacancy/69783070?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Томск","Перевозка металлолома в пределах города, области. Погрузка, выгрузка автомобиля с помощью манипуляторной установки. Содержание автомобиля в технически исправном состоянии.","Опыт работы. Наличие карты тахографа (желательно). Желательно навыки работы с манипуляторной установкой.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69783070&hhtmFrom=vacancy_search_list"
"Инженер в лабораторию неразрушающего контроля","https://ekaterinburg.hh.ru/vacancy/70034591?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Ворсино (Калужская область)","Выполнение работ по вибродиагностике, ультразвуковому контролю, ПВК, ТВК, балансировке и центровке оборудования. Работы выполняются в том числе на работающем оборудовании...","Стаж работы по ремонту производственного оборудования не менее 2 лет. Высшее техническое образование. Уверенный пользователь ПК (MS Office).","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70034591&hhtmFrom=vacancy_search_list"
"Аппаратчик воздухоразделения","https://ekaterinburg.hh.ru/vacancy/70094690?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Ревда (Свердловская область)","Выполнять операции по ведению технологического процесса производства газообразного и жидкого кислорода, азота и аргона. Выполнять операции по отгрузке жидких продуктов...","Опыт работы по профессии, подтвержденный записью в трудовой книжке, либо свидетельство о квалификации по профессии - аппаратчик воздухоразделения.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70094690&hhtmFrom=vacancy_search_list"
"Водитель автомобиля (КМУ) Рязань","https://ekaterinburg.hh.ru/vacancy/69723268?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Рязань","Перевозка металлолома. Погрузка лома манипуляторной установкой. Дополнительное страхование работников от проф.заболеваний и травм.","Категория в/у В, С. Опыт работы на краноманипуляторной установке. Наличие карточки водителя является преимуществом.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69723268&hhtmFrom=vacancy_search_list"
"Руководитель проектов ""Проектный офис ТОиР""","https://ekaterinburg.hh.ru/vacancy/68608846?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Лидирование проектных команд в рамках проектов по внедрению принципов управлению надежностью, автоматизации ремонтных процессов и повышения операционной эффективности в ремонтной...","Высшее техническое образование. Опыт работы в должности гл. специалиста/руководителя выделенной службы по надежности работы оборудования не менее 5-и...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68608846&hhtmFrom=vacancy_search_list"
"Фрезеровщик (5 разряд)","https://ekaterinburg.hh.ru/vacancy/69512162?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Фрезерование поверхностей различной формы на цилиндрических и конических поверхностях заготовок, деталей, узлов, изделий средней сложности из различных материалов с точностью...","Опыт: от 1 года. Удостоверение фрезеровщика: 5 разряд. Важнейшие навыки: знать геометрию, правила заточки и установки фрез из инструментальных сталей...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69512162&hhtmFrom=vacancy_search_list"
"Подсобный рабочий","https://ekaterinburg.hh.ru/vacancy/70409997?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Мытищи","Уборка на территории площадки, помощь в уборке на оборудовании, производство мелкого ремонта на площадке.","Опыт работы не требуется.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70409997&hhtmFrom=vacancy_search_list"
"Врач-терапевт","https://ekaterinburg.hh.ru/vacancy/70446754?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","Прием амбулаторных больных. Определение тактики ведения лечения.","Высшее медицинское образование ""Лечебное дело"". Наличие действующего сертификата или аккредитации ""Терапия"".","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70446754&hhtmFrom=vacancy_search_list"
"Водитель автомобиля категорий ""СЕ""","https://ekaterinburg.hh.ru/vacancy/69462247?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Управление седельным тягачом с полуприцепом 2012 года выпуска. Переброска лома с производственно-заготовительных участков. Участие в ремонтах ТС.","Наличие водительских прав категории С, E. Наличие личной карты водителя (с СКЗИ) -желательно. Знание устройства автомобилей. Опыт работы на седельных...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69462247&hhtmFrom=vacancy_search_list"
"Специалист по ценообразованию / Pricing manager","https://ekaterinburg.hh.ru/vacancy/68210500?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Ценообразование на продукцию (формирование прайса в зависимости от текущей рыночной ситуации и внутренних задач компании). Согласование запрашиваемых сотрудниками отдела сбыта...","Проактивность, гибкость мышления, умение находить нестандартные решения и работать в режиме многозадачности. Опыт в области ценообразования на рынках B2...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68210500&hhtmFrom=vacancy_search_list"
"Машинист железнодорожно-строительных машин (ППРМ)","https://ekaterinburg.hh.ru/vacancy/70348393?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","управление машиной и рабочими органами при производстве работ по выправке пути. - регулирование рабочих механизмов. - приведение в транспортное положение неисправной машины. -","Удостоверение по профессии «машинист ППРМ».","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70348393&hhtmFrom=vacancy_search_list"
"Главный агроном","https://ekaterinburg.hh.ru/vacancy/69831469?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Заринск","Руководство организационно-технической растениеводческой деятельностью предприятия. Предоставление оперативных сведений генеральному директору о производственной деятельности подчиненных участков и служб.","Высшее профессиональное (Агрономическое) образование. Опыт работы на роли Главного агронома от 3-ех лет. Опыт заготовки кормов для КРС.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69831469&hhtmFrom=vacancy_search_list"
"Слесарь-ремонтник","https://ekaterinburg.hh.ru/vacancy/69462592?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Екатеринбург","Выполнение ремонта кранов, прессов, металлорежущего оборудования предприятия.","Среднее/начальное профессиональное образование, либо опыт работы по профессии, подтвержденный записью в трудовой книжке.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69462592&hhtmFrom=vacancy_search_list"
"Middle C# Developer","https://ekaterinburg.hh.ru/vacancy/69805528?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Санкт-Петербург","Разработка, запуск, отладка сопровождение разрабатываемого решения. Оформление технической документации. Применение современных подходов и технологий. Координация процесса разработки внутри рабочей группы.","Высшее ИТ образование. Опыт самостоятельной разработки на С# .net core, asp.net mvc, react js, postgresql, ms sql, docker.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69805528&hhtmFrom=vacancy_search_list"
"Монтер пути","https://ekaterinburg.hh.ru/vacancy/70348266?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","монтаж, демонтаж и ремонт конструкций верхнего строения пути и искусственных сооружений.","наличие удостоверения по профессии.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70348266&hhtmFrom=vacancy_search_list"
"Инженер по календарно-сетевому планированию","https://ekaterinburg.hh.ru/vacancy/69463907?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Подтверждение факта выполнения работ и проводка списания ТМЦ в системе SAP ERP на основании фактически подтвержденных исполнителем выполненных ремонтных работ...","Высшее техническое образование. Уверенный пользователь MS Office (Word, Excel,PowerPoint, Outlook), ИС SAP ERP/ММ. Опыт работы в календарно-сетевом...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69463907&hhtmFrom=vacancy_search_list"
"Машинист экскаватора","https://ekaterinburg.hh.ru/vacancy/70404860?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Брянск","Погрузка\выгрузка автомобилей, сортировка сырья.","Опыт работы машинистом экскаватора с грейферным захватом.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70404860&hhtmFrom=vacancy_search_list"
"Главный специалист по методологии","https://ekaterinburg.hh.ru/vacancy/69088648?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Воронеж","Разработка методологии и регламентов в части бюджетирования, формирования скользящих прогнозов Группы НЛМК. Разработка и организация процесса внедрения единых форматов управленческой...","Опыт работы на релевантной позиции от 5 лет. Высшее образование (финансы, экономика). Умение идентифицировать и внедрять изменения, повышающие эффективность процессов.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69088648&hhtmFrom=vacancy_search_list"
"Старший инженер дирекции по исследованиям и разработкам новых продуктов","https://ekaterinburg.hh.ru/vacancy/69114671?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Планирование, курирование проведения и анализ экспериментов в лаборатории физического моделирования и на промышленной линии. Методическая поддержка проводимых исследовательских работ в...","Высшее образование по специальности ""Физика металлов""/смежные области. Наличие степени кандидата наук (будет преимуществом). Знание английского языка на уровне не...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69114671&hhtmFrom=vacancy_search_list"
"Consultant SAP CO","https://ekaterinburg.hh.ru/vacancy/55209662?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Воронеж","Ознакомление с текущим функционалом модуля Контроллинг ИС SAP. Консультирование пользователей по работе в подсистеме SAP СО. Подготовка Задания на разработку...","Опыт работы не менее 2 -х лет в данном направлении. Высшее техническое образование (предпочтительно ИТ), экономическое.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=55209662&hhtmFrom=vacancy_search_list"
"Инженер-сметчик","https://ekaterinburg.hh.ru/vacancy/69973891?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Проверка и составление смет на СМР. Проверка смет на ПИР (строительство). Контроль формирования стоимости и состава работ, выставляемых на тендер...","Высшее законченное образование, по направлению (техническое/экономическое). Опыт работы более 3 лет. Высокий уровень владения пакетом MS Office.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69973891&hhtmFrom=vacancy_search_list"
"Машинист автовышки и автогидроподъемника","https://ekaterinburg.hh.ru/vacancy/70006181?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","управление автовышкой и автогидроподъемником, применяемыми при выполнении строительных, монтажных и ремонтно-строительных работ. - обслуживание и профилактический ремонт автовышки и автогидроподъемника.","Водительское удостоверение на право управления транспортным средством соответствующей категории, удостоверение машиниста автовышки и автогидроподъемника с указанием типа автогидроподъёмника (автовышки), квалификации.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70006181&hhtmFrom=vacancy_search_list"
"Главный специалист по календарно-сетевому планированию","https://ekaterinburg.hh.ru/vacancy/67921008?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Календарно сетевое планирование и моделирование в рамках проекта (доменной печи-3). Разработка комплексных календарно-сетевых моделей по ПИР, МТО, СМР...","Высшее образование по специальности ПГС. Уверенный пользователь Oracle Primavera. Опыт работы в календарно-сетевом планировании ( строительство, проектирование и т.п...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=67921008&hhtmFrom=vacancy_search_list"
"Специалист по обследованию строительных конструкций","https://ekaterinburg.hh.ru/vacancy/69069639?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Организация, участие в работах по обследованию строительных конструкций. Разработка, проверка заключений по результатам обследования. Разработка мероприятий по восстановлению конструкций по...","Законченное высшее образование по профилю ПГС. Навыки обследования строительных конструкций. Опыт разработки восстановительных мероприятий по результатам обследования. Проектирование строительных конструкций.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69069639&hhtmFrom=vacancy_search_list"
"Инженер-конструктор (строительные конструкции)","https://ekaterinburg.hh.ru/vacancy/68631559?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Разработка конструкторской документации на строительные конструкции в соответствии с требованиями стандартов ЕСКД и СПДС. Конструирование оборудования. Выполнение технико-экономических расчетов...","Опыт работы от 1 года. Организация и планирование проектных и конструкторских работ. Методы проектирования и конструирования. Знание основ трудового законодательства...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68631559&hhtmFrom=vacancy_search_list"
"Токарь-расточник","https://ekaterinburg.hh.ru/vacancy/70348101?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Старый Оскол","обработка деталей на универсальных, координатно-расточных, алмазно-расточных станках. - обработка деталей, требующих точного соблюдения: расстояния между центрами параллельно-расположенных отверстий...","среднее профессиональное образование. - наличие удостоверения по профессии.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70348101&hhtmFrom=vacancy_search_list"
"Инженер-конструктор (механизация)","https://ekaterinburg.hh.ru/vacancy/68765402?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Своевременная и качественная разработка конструкторской документации в соответствии с требованиями стандартов ЕСКД . Конструирование оборудования. Выполнение технико-экономических расчетов и обоснований...","Опыт работы от 1 года. Организация и планирование проектных и конструкторских работ. Методы проектирования и конструирования. Знание основ трудового законодательства...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68765402&hhtmFrom=vacancy_search_list"
"Специалист по сметам","https://ekaterinburg.hh.ru/vacancy/69873120?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Разработка сметной документации на всех фазах проектов. Разработка локальных смет в полном соответствии с заданиями на проектирование, техническими условиями и...","Высшее образование (экономическое/техническое). Опыт работы со сметами от 3 лет. Опыт чтения чертежей, составление смет по чертежам.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69873120&hhtmFrom=vacancy_search_list"
"Эксперт технологии производства по электротехническим сталям","https://ekaterinburg.hh.ru/vacancy/70229495?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Бенчмаркинг производства GO/NGO с другими фирмами производителями. Анализ целевых показателей производства GO/NGO сталей известных мировых фирм производителей.","Готовность к релокации в г.Екатеринбург. Высшее профильное образование по специальности: Металлургия / Обработка металлов давлением/ Физика/ Химия, прочие аналогичные специальности.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70229495&hhtmFrom=vacancy_search_list"
"Главный специалист по календарно-сетевому планированию","https://ekaterinburg.hh.ru/vacancy/68053117?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Календарно сетевое планирование и моделирование в рамках проекта (доменной печи-3). Разработка комплексных календарно-сетевых моделей по ПИР, МТО, СМР...","Высшее образование по специальности ПГС. Уверенный пользователь Oracle Primavera. Опыт работы в календарно-сетевом планировании ( строительство, проектирование и т.п...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68053117&hhtmFrom=vacancy_search_list"
"Инженер-конструктор (нестандартное оборудование)","https://ekaterinburg.hh.ru/vacancy/68439056?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Своевременная и качественная разработка конструкторской документации в соответствии с требованиями стандартов ЕСКД . Конструирование оборудования. Выполнение технико-экономических расчетов и обоснований...","Опыт работы от 1 года. Организация и планирование проектных и конструкторских работ. Методы проектирования и конструирования. Знание основ трудового законодательства...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=68439056&hhtmFrom=vacancy_search_list"
"Главный агроном (Алтайский край)","https://ekaterinburg.hh.ru/vacancy/70110271?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Курск","Руководство организационно-техническое растениеводческой деятельностью предприятия. Внедрение передовых технологий производства продукции растениеводства, обеспечивающих повышение плодородия земли. Внедрение прогрессивных технологий борьбы...","Высшее профессиональное (Агрономическое) образование. Опыт работы на роли Главного агронома от 3-ех лет. Опыт заготовки кормов для КРС.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=70110271&hhtmFrom=vacancy_search_list"
"Руководитель проектов (по энергетике)","https://ekaterinburg.hh.ru/vacancy/67895859?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Управление созданием объектов энергетики в рамках реализации инвестиционной программы по строительству доменной печи ПАО ""НЛМК"": Организация разработки заданий на работы.","Высшее законченное образование. Опыт работы не менее 7-и лет на стороне Заказчика в области управления строительно-инвестиционными проектами по...","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=67895859&hhtmFrom=vacancy_search_list"
"Главный специалист по методологии","https://ekaterinburg.hh.ru/vacancy/69088647?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Разработка методологии и регламентов в части бюджетирования, формирования скользящих прогнозов Группы НЛМК. Разработка и организация процесса внедрения единых форматов управленческой...","Опыт работы на релевантной позиции от 5 лет. Высшее образование (финансы, экономика). Умение идентифицировать и внедрять изменения, повышающие эффективность процессов.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69088647&hhtmFrom=vacancy_search_list"
"Старший инженер по методологии горячей и холодной прокатки","https://ekaterinburg.hh.ru/vacancy/69114751?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Разработка и описание режимов прокатки металла на лабораторных станах горячей и холодной прокатки для получения конечной заготовки с требуемыми механическими...","Высшее образование (специальности по направлению прокатного производства). Наличие публикаций, статей по направлению. Опыт подготовки ТД по исследованиям или опытам.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=69114751&hhtmFrom=vacancy_search_list"
"Главный агроном (Алтайский край)","https://ekaterinburg.hh.ru/vacancy/50464114?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Москва","Руководство организационно-техническое растениеводческой деятельностью предприятия. Внедрение передовых технологий производства продукции растениеводства, обеспечивающих повышение плодородия земли. Внедрение прогрессивных технологий борьбы...","Высшее профессиональное (Агрономическое) образование. Опыт работы на роли Главного агронома от 3-ех лет. Опыт заготовки кормов для КРС.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=50464114&hhtmFrom=vacancy_search_list"
"Consultant SAP CO","https://ekaterinburg.hh.ru/vacancy/55209661?from=vacancy_search_list&hhtmFrom=vacancy_search_list","Липецк","Ознакомление с текущим функционалом модуля Контроллинг ИС SAP. Консультирование пользователей по работе в подсистеме SAP СО. Подготовка Задания на разработку...","Опыт работы не менее 2 -х лет в данном направлении. Высшее техническое образование (предпочтительно ИТ), экономическое.","https://ekaterinburg.hh.ru/applicant/vacancy_response?vacancyId=55209661&hhtmFrom=vacancy_search_list"
